timestamp,open,high,low,close,volume
2026-05-24 10:00:00,2122.47,2131.1,2118.14,2121.2,111016.411
2026-05-24 11:00:00,2121.2,2126.63,2121.12,2125.07,54731.652
2026-05-24 12:00:00,2125.08,2125.5,2115.61,2118.91,77367.974
2026-05-24 13:00:00,2118.91,2120.39,2104.49,2109.34,172753.55
2026-05-24 14:00:00,2109.33,2112.67,2075.6,2097.22,520280.548
2026-05-24 15:00:00,2097.22,2099.4,2093.01,2095.1,79096.598
2026-05-24 16:00:00,2095.11,2108.59,2094.11,2102.82,148100.621
2026-05-24 17:00:00,2102.83,2106.21,2100.43,2101.93,48833.599
2026-05-24 18:00:00,2101.93,2104.13,2096.68,2099.01,50182.78
2026-05-24 19:00:00,2099.01,2101.77,2095.27,2099.87,30995.843
2026-05-24 20:00:00,2099.87,2101.12,2090.25,2091.94,80047.334
2026-05-24 21:00:00,2091.94,2097.87,2061.26,2069.47,263053.226
2026-05-24 22:00:00,2069.48,2098.68,2069.37,2091.38,246539.725
2026-05-24 23:00:00,2091.37,2107.49,2090.51,2098.99,111821.738
2026-05-25 00:00:00,2098.99,2108.74,2098.84,2104.26,99733.487
2026-05-25 01:00:00,2104.26,2107.46,2092.32,2093.33,64186.305
2026-05-25 02:00:00,2093.34,2112.67,2093.34,2097.3,131591.388
2026-05-25 03:00:00,2097.31,2099.2,2090.84,2094.55,54387.885
2026-05-25 04:00:00,2094.56,2107.29,2090.96,2104.86,111645.706
2026-05-25 05:00:00,2104.86,2110.84,2103.19,2107.21,109739.672
2026-05-25 06:00:00,2107.21,2110.8,2098.08,2108.0,95865.08
2026-05-25 07:00:00,2108.0,2117.6,2105.49,2115.38,161734.70799999998
2026-05-25 08:00:00,2115.38,2116.93,2110.85,2115.76,67137.566
2026-05-25 09:00:00,2115.77,2123.72,2115.0,2115.84,121491.829
2026-05-25 10:00:00,2115.84,2120.34,2113.76,2116.09,57204.696
2026-05-25 11:00:00,2116.1,2119.41,2112.77,2113.89,59892.266
2026-05-25 12:00:00,2113.88,2118.71,2111.04,2116.12,68474.769
2026-05-25 13:00:00,2116.12,2119.22,2113.24,2115.35,41618.792
2026-05-25 14:00:00,2115.36,2129.61,2114.69,2127.54,171809.915
2026-05-25 15:00:00,2127.55,2137.99,2121.63,2126.0,173938.582
2026-05-25 16:00:00,2126.01,2141.6,2123.88,2135.5,141021.006
2026-05-25 17:00:00,2135.49,2139.99,2127.22,2127.82,92340.726
2026-05-25 18:00:00,2127.82,2133.12,2125.52,2125.9,50108.703
2026-05-25 19:00:00,2125.9,2126.05,2115.42,2120.41,83520.747
2026-05-25 20:00:00,2120.41,2122.45,2105.81,2107.49,128311.788
2026-05-25 21:00:00,2107.49,2111.92,2106.62,2109.85,57858.905
2026-05-25 22:00:00,2109.85,2114.75,2101.09,2102.59,124471.588
2026-05-25 23:00:00,2102.59,2112.76,2101.26,2111.64,62112.285
2026-05-26 00:00:00,2111.64,2112.95,2083.43,2096.58,230122.777
2026-05-26 01:00:00,2096.58,2099.44,2086.56,2093.36,159000.661
2026-05-26 02:00:00,2093.36,2094.87,2083.39,2088.0,109412.336
2026-05-26 03:00:00,2088.0,2093.59,2083.48,2092.48,73685.768
2026-05-26 04:00:00,2092.49,2095.66,2087.8,2092.74,66856.742
2026-05-26 05:00:00,2092.74,2102.72,2090.9,2099.82,82241.568
2026-05-26 06:00:00,2099.82,2103.9,2093.88,2100.81,69774.962
2026-05-26 07:00:00,2100.81,2101.62,2088.63,2094.4,168219.002
2026-05-26 08:00:00,2094.4,2099.39,2094.0,2096.23,36589.102
2026-05-26 09:00:00,2096.24,2098.82,2092.94,2095.67,46668.111
2026-05-26 10:00:00,2095.67,2136.84,2093.0,2126.79,469037.419
2026-05-26 11:00:00,2126.79,2130.0,2117.43,2120.0,199279.485
2026-05-26 12:00:00,2119.99,2126.4,2110.03,2125.47,182325.324
2026-05-26 13:00:00,2125.46,2130.82,2108.3,2124.48,248297.388
2026-05-26 14:00:00,2124.48,2139.66,2104.0,2108.17,535764.715
2026-05-26 15:00:00,2108.18,2111.39,2076.46,2086.14,554919.846
2026-05-26 16:00:00,2086.14,2089.0,2072.27,2078.53,349817.373
2026-05-26 17:00:00,2078.54,2083.0,2053.0,2069.9,470899.915
2026-05-26 18:00:00,2069.9,2081.25,2065.73,2067.89,157837.088
2026-05-26 19:00:00,2067.89,2076.19,2064.56,2073.65,64939.733
2026-05-26 20:00:00,2073.65,2077.8,2072.83,2077.48,46261.164
2026-05-26 21:00:00,2077.48,2077.9,2068.19,2072.0,52082.872
2026-05-26 22:00:00,2072.0,2075.74,2064.59,2068.0,58551.088
2026-05-26 23:00:00,2068.0,2076.09,2067.99,2072.99,43867.727
2026-05-27 00:00:00,2073.0,2083.54,2072.79,2082.31,88130.491
2026-05-27 01:00:00,2082.31,2083.05,2070.78,2073.48,56732.481
2026-05-27 02:00:00,2073.48,2075.28,2067.8,2075.28,71595.23
2026-05-27 03:00:00,2075.28,2079.4,2067.48,2068.8,76500.16500000001
2026-05-27 04:00:00,2068.79,2072.25,2055.0,2071.17,157717.35
2026-05-27 05:00:00,2071.17,2078.3,2070.53,2076.34,77115.208
2026-05-27 06:00:00,2076.34,2080.57,2073.74,2078.8,62343.897
2026-05-27 07:00:00,2078.8,2083.34,2075.0,2082.66,64169.752
2026-05-27 08:00:00,2082.67,2096.13,2082.54,2083.99,208209.26
2026-05-27 09:00:00,2083.98,2086.84,2077.1,2082.32,112675.632
2026-05-27 10:00:00,2082.33,2087.03,2078.27,2078.61,60419.709
2026-05-27 11:00:00,2078.61,2084.34,2077.5,2079.58,74087.848
2026-05-27 12:00:00,2079.57,2096.61,2072.39,2077.74,245529.503
2026-05-27 13:00:00,2077.73,2079.73,2051.0,2063.74,484558.763
2026-05-27 14:00:00,2063.74,2071.2,2053.55,2061.66,237078.237
2026-05-27 15:00:00,2061.65,2079.6,2060.25,2070.86,246669.915
2026-05-27 16:00:00,2070.86,2073.79,2059.1,2069.32,130654.581
2026-05-27 17:00:00,2069.33,2069.56,2043.43,2051.35,279493.405
2026-05-27 18:00:00,2051.35,2056.09,2041.64,2055.77,168538.217
2026-05-27 19:00:00,2055.77,2060.67,2053.56,2056.84,69704.542
2026-05-27 20:00:00,2056.85,2065.99,2056.3,2062.38,82478.129
2026-05-27 21:00:00,2062.38,2062.38,2013.98,2020.09,442588.392
2026-05-27 22:00:00,2020.09,2034.08,2015.0,2024.34,249829.706
2026-05-27 23:00:00,2024.33,2029.29,2016.93,2023.7,174494.926
2026-05-28 00:00:00,2023.7,2028.47,2019.71,2027.22,95231.315
2026-05-28 01:00:00,2027.22,2028.26,2010.25,2019.46,202620.51
2026-05-28 02:00:00,2019.47,2021.18,2013.88,2016.7,89150.92
2026-05-28 03:00:00,2016.71,2020.0,1970.0,1980.66,972726.874
2026-05-28 04:00:00,1980.65,1985.75,1965.48,1981.21,434004.248
2026-05-28 05:00:00,1981.22,1982.57,1974.27,1977.73,140457.78
2026-05-28 06:00:00,1977.73,1983.7,1971.42,1983.21,156350.152
2026-05-28 07:00:00,1983.21,1995.59,1981.46,1994.24,179965.424
2026-05-28 08:00:00,1994.24,1994.96,1983.8,1987.33,119700.003
2026-05-28 09:00:00,1987.34,1994.55,1983.6,1992.92,79449.285
2026-05-28 10:00:00,1992.92,1997.95,1987.41,1989.15,102330.84
2026-05-28 11:00:00,1989.16,1991.8,1985.29,1988.73,94401.003
2026-05-28 12:00:00,1988.73,1993.95,1980.32,1991.05,138572.426
2026-05-28 13:00:00,1991.06,1994.26,1974.29,1980.78,282046.109
2026-05-28 14:00:00,1980.77,2002.21,1966.15,1992.69,616423.1529999999
2026-05-28 15:00:00,1992.68,1998.55,1982.65,1989.69,176716.574
2026-05-28 16:00:00,1989.7,2014.8,1984.11,2012.5,312536.36
2026-05-28 17:00:00,2012.49,2026.82,2008.26,2018.42,247769.309
2026-05-28 18:00:00,2018.43,2029.5,2017.05,2024.17,145298.824
2026-05-28 19:00:00,2024.17,2024.28,2013.08,2013.86,130593.262
2026-05-28 20:00:00,2013.87,2019.4,2005.34,2013.16,126190.543
2026-05-28 21:00:00,2013.16,2023.5,2012.53,2019.05,71986.782
2026-05-28 22:00:00,2019.05,2022.16,2004.43,2004.89,91532.975
2026-05-28 23:00:00,2004.89,2011.61,2004.88,2008.92,59623.634
2026-05-29 00:00:00,2008.92,2016.29,2008.92,2011.71,81467.394
2026-05-29 01:00:00,2011.71,2015.7,2005.09,2007.25,68717.221
2026-05-29 02:00:00,2007.26,2010.12,1995.74,1998.51,128485.11
2026-05-29 03:00:00,1998.51,2007.27,1998.51,2002.06,60776.532
2026-05-29 04:00:00,2002.05,2007.9,1997.53,2007.63,70410.471
2026-05-29 05:00:00,2007.64,2014.84,2006.84,2013.63,99724.779
2026-05-29 06:00:00,2013.63,2020.76,2011.33,2017.2,80579.279
2026-05-29 07:00:00,2017.21,2019.0,2002.31,2006.54,184236.922
2026-05-29 08:00:00,2006.53,2013.0,2004.53,2005.43,95442.407
2026-05-29 09:00:00,2005.43,2015.4,2005.2,2013.79,69277.53
2026-05-29 10:00:00,2013.8,2014.15,2008.75,2010.14,39179.698
2026-05-29 11:00:00,2010.13,2013.62,2001.29,2006.62,89082.353
2026-05-29 12:00:00,2006.63,2006.63,1993.57,1998.61,192530.348
2026-05-29 13:00:00,1998.62,2005.6,1986.39,1998.75,283691.359
2026-05-29 14:00:00,1998.75,2004.0,1975.37,2000.92,492151.141
2026-05-29 15:00:00,2000.92,2046.0,1998.34,2030.83,992851.497
2026-05-29 16:00:00,2030.83,2042.81,2021.23,2039.65,345343.654
2026-05-29 17:00:00,2039.65,2043.69,2025.16,2027.57,201912.284
2026-05-29 18:00:00,2027.57,2030.99,2003.0,2010.45,297522.502
2026-05-29 19:00:00,2010.45,2021.19,2003.65,2016.03,156790.589
2026-05-29 20:00:00,2016.02,2023.0,2013.78,2017.48,87732.326
2026-05-29 21:00:00,2017.48,2023.31,2007.03,2008.61,106332.776
2026-05-29 22:00:00,2008.62,2016.24,2006.61,2012.8,82244.844
2026-05-29 23:00:00,2012.81,2014.99,2005.79,2013.35,98471.087
2026-05-30 00:00:00,2013.36,2015.37,2009.47,2013.9,55028.087
2026-05-30 01:00:00,2013.9,2020.63,2012.5,2018.73,66043.431
2026-05-30 02:00:00,2018.73,2020.75,2016.06,2020.62,36868.522
2026-05-30 03:00:00,2020.63,2022.69,2013.95,2015.9,64131.298
2026-05-30 04:00:00,2015.9,2017.5,2000.83,2010.0,166123.328
2026-05-30 05:00:00,2010.0,2023.3,2007.0,2015.04,116282.565
2026-05-30 06:00:00,2015.03,2019.79,2011.89,2016.01,53499.116
2026-05-30 07:00:00,2016.0,2017.2,2012.73,2015.33,37814.308
2026-05-30 08:00:00,2015.33,2015.44,2012.88,2013.39,22764.41
2026-05-30 09:00:00,2013.39,2016.5,2012.96,2015.82,24854.72
